year,course,course_code,intake,source
2023,PROJECT MANAGEMENT,101,101,student_handbook_english (2023-2024).pdf
2023,INFORMATION AND COMMUNICATION TECHNOLOGY (ICT),038,285,student_handbook_english (2023-2024).pdf
2023,SOFTWARE ENGINEERING,099,186,student_handbook_english (2023-2024).pdf
2023,FOOD BUSINESS MANAGEMENT,107,135,student_handbook_english (2023-2024).pdf
2023,MARINE AND FRESH WATER SCIENCES,106,100,student_handbook_english (2023-2024).pdf
2023,BUSINESS SCIENCE,109,149,student_handbook_english (2023-2024).pdf
2023,FINANCIAL ENGINEERING,110,81,student_handbook_english (2023-2024).pdf
2023,GEOGRAPHICAL INFORMATION SCIENCE,111,75,student_handbook_english (2023-2024).pdf
2023,FINANCIAL MATHEMATICS AND INDUSTRIAL STATISTICS,113,73,student_handbook_english (2023-2024).pdf
2023,HUMAN RESOURCE DEVELOPMENT,114,85,student_handbook_english (2023-2024).pdf
2023,HEALTH INFORMATION AND COMMUNICATION TECHNOLOGY,121,70,student_handbook_english (2023-2024).pdf
2023,HEALTH TOURISM AND HOSPITALITY MANAGEMENT,122,70,student_handbook_english (2023-2024).pdf
2023,BIOMEDICAL TECHNOLOGY,123,70,student_handbook_english (2023-2024).pdf
2023,INDIGENOUS PHAMACEUTICAL TECHNOLOGY,124,70,student_handbook_english (2023-2024).pdf
2023,YOGA AND PARAPSYCHOLOGY,125,70,student_handbook_english (2023-2024).pdf
2023,SOCIAL STUDIES IN INDIGENOUS KNOWLEDGE,126,70,student_handbook_english (2023-2024).pdf
2023,FINANCIAL ECONOMICS,131,50,student_handbook_english (2023-2024).pdf
2023,ENGLISH LANGUAGE & APPLIED LINGUISTICS,132,50,student_handbook_english (2023-2024).pdf
2023,CREATIVE MUSIC TECHNOLOGY AND PRODUCTION,134,50,student_handbook_english (2023-2024).pdf
2023,PLANTATION MANAGEMENT AND TECHNOLOGY,135,216,student_handbook_english (2023-2024).pdf
2023,PRIMARY EDUCATION,137,75,student_handbook_english (2023-2024).pdf
2023,POLYMER SCIENCE AND INDUSTRIAL MANAGEMENT (NEW),139,50,student_handbook_english (2023-2024).pdf
2024,ARTS,019,6983,student_handbook_english(2024-2025).pdf
2024,MASS MEDIA,019,110,student_handbook_english(2024-2025).pdf
2024,PERFORMING ARTS,019,110,student_handbook_english(2024-2025).pdf
2024,MUSIC,105,300,student_handbook_english(2024-2025).pdf
2024,DANCE,105,300,student_handbook_english(2024-2025).pdf
2024,DRAMA & THEATRE,105,74,student_handbook_english(2024-2025).pdf
2024,VISUAL ARTS,105,120,student_handbook_english(2024-2025).pdf
2024,ART & DESIGN,105,50,student_handbook_english(2024-2025).pdf
2024,MANAGEMENT,016,5424,student_handbook_english(2024-2025).pdf
2024,MANAGEMENT AND PUBLIC POLICY,028,100,student_handbook_english(2024-2025).pdf
2024,REAL ESTATE MANAGEMENT AND VALUATION,017,70,student_handbook_english(2024-2025).pdf
2024,COMMERCE,018,884,student_handbook_english(2024-2025).pdf
2024,MANAGEMENT STUDIES (TV),022,458,student_handbook_english(2024-2025).pdf
2024,BUSINESS INFORMATION SYSTEMS (HONOURS) (BIS),077,80,student_handbook_english(2024-2025).pdf
2024,ACCOUNTING INFORMATION SYSTEMS,127,50,student_handbook_english(2024-2025).pdf
2024,BANKING AND INSURANCE,133,50,student_handbook_english(2024-2025).pdf
2024,SERVICE MANAGEMENT,140,50,student_handbook_english(2024-2025).pdf
2024,MEDICINE,001,2095,student_handbook_english(2024-2025).pdf
2024,DENTAL SURGERY,002,130,student_handbook_english(2024-2025).pdf
2024,VETERINARY SCIENCE,003,110,student_handbook_english(2024-2025).pdf
2024,AGRICULTURAL TECHNOLOGY & MANAGEMENT,039,221,student_handbook_english(2024-2025).pdf
2024,AGRICULTURE,004,845,student_handbook_english(2024-2025).pdf
2024,FOOD SCIENCE & NUTRITION,005,165,student_handbook_english(2024-2025).pdf
2024,FOOD SCIENCE & TECHNOLOGY,035,220,student_handbook_english(2024-2025).pdf
2024,AYURVEDA MEDICINE AND SURGERY,032,383,student_handbook_english(2024-2025).pdf
2024,UNANI MEDICINE AND SURGERY,033,89,student_handbook_english(2024-2025).pdf
2024,SIDDHA MEDICINE AND SURGERY,036,247,student_handbook_english(2024-2025).pdf
2024,BIOLOGICAL SCIENCE,006,1683,student_handbook_english(2024-2025).pdf
2024,APPLIED SCIENCES (BIOLOGICAL SCIENCE),007,425,student_handbook_english(2024-2025).pdf
2024,HEALTH PROMOTION,050,103,student_handbook_english(2024-2025).pdf
2024,NURSING,037,573,student_handbook_english(2024-2025).pdf
2024,PHARMACY,051,239,student_handbook_english(2024-2025).pdf
2024,MEDICAL LABORATORY SCIENCES,052,226,student_handbook_english(2024-2025).pdf
2024,RADIOGRAPHY,053,68,student_handbook_english(2024-2025).pdf
2024,PHYSIOTHERAPY,054,111,student_handbook_english(2024-2025).pdf
2024,BIOCHEMISTRY & MOLECULAR BIOLOGY,058,80,student_handbook_english(2024-2025).pdf
2024,FISHERIES & MARINE SCIENCES,062,150,student_handbook_english(2024-2025).pdf
2024,ENVIRONMENTAL CONSERVATION & MANAGEMENT,055,109,student_handbook_english(2024-2025).pdf
2024,ANIMAL SCIENCE & FISHERIES,086,74,student_handbook_english(2024-2025).pdf
2024,FOOD PRODUCTION & TECHNOLOGY MANAGEMENT,087,140,student_handbook_english(2024-2025).pdf
2024,AGRICULTURAL RESOURCE MANAGEMENT AND TECHNOLOGY,093,181,student_handbook_english(2024-2025).pdf
2024,AGRIBUSINESS MANAGEMENT,094,78,student_handbook_english(2024-2025).pdf
2024,GREEN TECHNOLOGY,095,72,student_handbook_english(2024-2025).pdf
2024,ANIMAL PRODUCTION AND FOOD TECHNOLOGY,067,108,student_handbook_english(2024-2025).pdf
2024,EXPORT AGRICULTURE,073,105,student_handbook_english(2024-2025).pdf
2024,AQUATIC RESOURCES TECHNOLOGY,088,114,student_handbook_english(2024-2025).pdf
2024,OCCUPATIONAL THERAPY,115,50,student_handbook_english(2024-2025).pdf
2024,OPTOMETRY,116,60,student_handbook_english(2024-2025).pdf
2024,APPLIED CHEMISTRY,118,60,student_handbook_english(2024-2025).pdf
2024,INDIGENOUS MEDICINAL RESOURCES,120,70,student_handbook_english(2024-2025).pdf
2024,AQUATIC BIORESOURCES,129,50,student_handbook_english(2024-2025).pdf
2024,URBAN BIORESOURCES,130,50,student_handbook_english(2024-2025).pdf
2024,MEDICAL IMAGING TECHNOLOGY,138,50,student_handbook_english(2024-2025).pdf
2024,SPEECH AND HEARING SCIENCES,083,75,student_handbook_english(2024-2025).pdf
2024,ENGINEERING,008,2238,student_handbook_english(2024-2025).pdf
2024,ENGINEERING (EM) - EARTH RESOURCES ENGINEERING,009,80,student_handbook_english(2024-2025).pdf
2024,ENGINEERING (TM) - TEXTILE & APPAREL ENGINEERING,010,98,student_handbook_english(2024-2025).pdf
2024,TRANSPORT MANAGEMENT & LOGISTICS ENGINEERING (TMLE),057,91,student_handbook_english(2024-2025).pdf
2024,PHYSICAL SCIENCE,013,2262,student_handbook_english(2024-2025).pdf
2024,COMPUTER SCIENCE,012,686,student_handbook_english(2024-2025).pdf
2024,APPLIED SCIENCES (PHYSICAL SCIENCE),015,778,student_handbook_english(2024-2025).pdf
2024,INDUSTRIAL STATISTICS & MATHEMATICAL FINANCE,059,121,student_handbook_english(2024-2025).pdf
2024,STATISTICS & OPERATIONS RESEARCH,060,79,student_handbook_english(2024-2025).pdf
2024,ARTIFICIAL INTELLIGENCE,117,50,student_handbook_english(2024-2025).pdf
2024,ELECTRONICS AND COMPUTER SCIENCE,119,80,student_handbook_english(2024-2025).pdf
2024,DATA SCIENCE,136,65,student_handbook_english(2024-2025).pdf
2024,ENGINEERING TECHNOLOGY (ET),102,1336,student_handbook_english(2024-2025).pdf
2024,BIOSYSTEMS TECHNOLOGY (BST),103,1324,student_handbook_english(2024-2025).pdf
2024,INFORMATION COMMUNICATION TECHNOLOGY,104,1020,student_handbook_english(2024-2025).pdf
2024,INFORMATION TECHNOLOGY (IT),026,251,student_handbook_english(2024-2025).pdf
2024,MANAGEMENT AND INFORMATION TECHNOLOGY (MIT),027,119,student_handbook_english(2024-2025).pdf
2024,QUANTITY SURVEYING,011,152,student_handbook_english(2024-2025).pdf
2024,SURVEYING SCIENCE,014,165,student_handbook_english(2024-2025).pdf
2024,URBAN INFORMATICS AND PLANNING,030,88,student_handbook_english(2024-2025).pdf
2024,ARCHITECTURE,023,100,student_handbook_english(2024-2025).pdf
2024,FASHION DESIGN & PRODUCT DEVELOPMENT,034,79,student_handbook_english(2024-2025).pdf
2024,LANDSCAPE ARCHITECTURE,097,81,student_handbook_english(2024-2025).pdf
2024,DESIGN,024,87,student_handbook_english(2024-2025).pdf
2024,LAW,025,495,student_handbook_english(2024-2025).pdf
2024,FACILITIES MANAGEMENT,056,81,student_handbook_english(2024-2025).pdf
2024,MANAGEMENT AND INFORMATION TECHNOLOGY (SEUSL),079,170,student_handbook_english(2024-2025).pdf
2024,SCIENCE AND TECHNOLOGY,064,107,student_handbook_english(2024-2025).pdf
2024,COMPUTER SCIENCE & TECHNOLOGY,065,101,student_handbook_english(2024-2025).pdf
2024,ENTREPRENEURSHIP AND MANAGEMENT,066,101,student_handbook_english(2024-2025).pdf
2024,INDUSTRIAL INFORMATION TECHNOLOGY,075,100,student_handbook_english(2024-2025).pdf
2024,MINERAL RESOURCES AND TECHNOLOGY,076,106,student_handbook_english(2024-2025).pdf
2024,"HOSPITALITY, TOURISM AND EVENTS MANAGEMENT",090,107,student_handbook_english(2024-2025).pdf
2024,PHYSICAL EDUCATION,081,150,student_handbook_english(2024-2025).pdf
2024,SPORTS SCIENCE & MANAGEMENT,082,228,student_handbook_english(2024-2025).pdf
2024,INFORMATION TECHNOLOGY & MANAGEMENT,091,127,student_handbook_english(2024-2025).pdf
2024,TOURISM & HOSPITALITY MANAGEMENT,092,181,student_handbook_english(2024-2025).pdf
2024,INFORMATION SYSTEMS,096,350,student_handbook_english(2024-2025).pdf
2024,TRANSLATION STUDIES,098,158,student_handbook_english(2024-2025).pdf
2024,FILM & TELEVISION STUDIES,100,60,student_handbook_english(2024-2025).pdf
2024,PROJECT MANAGEMENT,101,101,student_handbook_english(2024-2025).pdf
2024,INFORMATION AND COMMUNICATION TECHNOLOGY (ICT),038,285,student_handbook_english(2024-2025).pdf
2024,SOFTWARE ENGINEERING,099,186,student_handbook_english(2024-2025).pdf
2024,FOOD BUSINESS MANAGEMENT,107,135,student_handbook_english(2024-2025).pdf
2024,MARINE AND FRESH WATER SCIENCES,106,100,student_handbook_english(2024-2025).pdf
2024,BUSINESS SCIENCE,109,150,student_handbook_english(2024-2025).pdf
2024,FINANCIAL ENGINEERING,110,80,student_handbook_english(2024-2025).pdf
2024,GEOGRAPHICAL INFORMATION SCIENCE,111,75,student_handbook_english(2024-2025).pdf
2024,FINANCIAL MATHEMATICS AND INDUSTRIAL STATISTICS,113,50,student_handbook_english(2024-2025).pdf
2024,HUMAN RESOURCE DEVELOPMENT,114,85,student_handbook_english(2024-2025).pdf
2024,HEALTH INFORMATION AND COMMUNICATION TECHNOLOGY,121,70,student_handbook_english(2024-2025).pdf
2024,HEALTH TOURISM AND HOSPITALITY MANAGEMENT,122,70,student_handbook_english(2024-2025).pdf
2024,BIOMEDICAL TECHNOLOGY,123,70,student_handbook_english(2024-2025).pdf
2024,INDIGENOUS PHAMACEUTICAL TECHNOLOGY,124,70,student_handbook_english(2024-2025).pdf
2024,YOGA AND PARAPSYCHOLOGY,125,70,student_handbook_english(2024-2025).pdf
2024,SOCIAL STUDIES IN INDIGENOUS KNOWLEDGE,126,70,student_handbook_english(2024-2025).pdf
2024,FINANCIAL ECONOMICS,131,50,student_handbook_english(2024-2025).pdf
2024,ENGLISH LANGUAGE & APPLIED LINGUISTICS,132,50,student_handbook_english(2024-2025).pdf
2024,CREATIVE MUSIC TECHNOLOGY AND PRODUCTION,134,50,student_handbook_english(2024-2025).pdf
2024,PLANTATION MANAGEMENT AND TECHNOLOGY,135,216,student_handbook_english(2024-2025).pdf
2024,PRIMARY EDUCATION,137,75,student_handbook_english(2024-2025).pdf
2024,POLYMER SCIENCE AND INDUSTRIAL MANAGEMENT,139,50,student_handbook_english(2024-2025).pdf
